Time,Susceptible,Exposed,Infected,Recovered,Total Population,Births,Deaths - Susceptible, Deaths - Infected, Deaths - Recovered, Deaths - Due to Infection, Deaths - Total
0,105,0,1,0,106,0,0,0,0,0,0
0.0355305,104,0,1,0,105,0,1,0,0,0,1
0.0713746,103,0,1,0,104,0,2,0,0,0,2
0.107538,102,0,1,0,103,0,3,0,0,0,3
0.144026,101,1,1,0,103,0,3,0,0,0,3
0.180522,102,1,1,0,104,1,3,0,0,0,3
0.216692,103,1,1,0,105,2,3,0,0,0,3
0.252543,102,1,1,0,104,2,4,0,0,0,4
0.288713,103,1,1,0,105,3,4,0,0,0,4
0.324564,104,1,1,0,106,4,4,0,0,0,4
0.360101,105,1,1,0,107,5,4,0,0,0,4
0.39533,106,1,1,0,108,6,4,0,0,0,4
0.430256,107,1,1,0,109,7,4,0,0,0,4
0.464884,106,2,1,0,109,7,4,0,0,0,4
0.499518,105,2,1,0,108,7,5,0,0,0,5
0.53445,104,2,1,0,107,7,6,0,0,0,6
0.569685,105,2,1,0,108,8,6,0,0,0,6
0.604617,106,2,1,0,109,9,6,0,0,0,6
0.639251,107,2,1,0,110,10,6,0,0,0,6
0.673592,106,2,1,0,109,10,7,0,0,0,7
0.708226,105,3,1,0,109,10,7,0,0,0,7
0.742865,105,3,0,1,109,10,7,0,0,0,7
0.780122,106,3,0,1,110,11,7,0,0,0,7
0.817041,105,3,0,1,109,11,8,0,0,0,8
0.854297,104,3,0,1,108,11,9,0,0,0,9
0.891899,103,3,0,1,107,11,10,0,0,0,10
0.929852,104,3,0,1,108,12,10,0,0,0,10
0.967453,105,3,0,1,109,13,10,0,0,0,10
1.00471,104,3,0,1,108,13,11,0,0,0,11
1.04231,103,3,0,1,107,13,12,0,0,0,12
1.08026,104,3,0,1,108,14,12,0,0,0,12
1.11787,103,3,0,1,107,14,13,0,0,0,13
1.15582,104,3,0,1,108,15,13,0,0,0,13
1.19342,105,3,0,1,109,16,13,0,0,0,13
1.23068,106,3,0,1,110,17,13,0,0,0,13
1.2676,107,3,0,1,111,18,13,0,0,0,13
1.30418,108,3,0,1,112,19,13,0,0,0,13
1.34044,107,3,0,1,111,19,14,0,0,0,14
1.37703,106,3,0,1,110,19,15,0,0,0,15
1.41395,107,3,0,1,111,20,15,0,0,0,15
1.45053,106,3,0,1,110,20,16,0,0,0,16
1.48745,107,3,0,1,111,21,16,0,0,0,16
1.52404,106,3,0,1,110,21,17,0,0,0,17
1.56095,105,3,0,1,109,21,18,0,0,0,18
1.59821,106,3,0,1,110,22,18,0,0,0,18
1.63513,107,3,0,1,111,23,18,0,0,0,18
1.67171,108,3,0,1,112,24,18,0,0,0,18
1.70797,107,3,0,1,111,24,19,0,0,0,19
1.74456,108,3,0,1,112,25,19,0,0,0,19
1.78082,107,3,0,1,111,25,20,0,0,0,20
1.81741,108,3,0,1,112,26,20,0,0,0,20
1.85367,109,3,0,1,113,27,20,0,0,0,20
1.8896,108,3,0,1,112,27,21,0,0,0,21
1.92586,107,3,0,1,111,27,22,0,0,0,22
1.96245,108,3,0,1,112,28,22,0,0,0,22
1.99871,107,3,0,1,111,28,23,0,0,0,23
2.03529,106,3,0,1,110,28,24,0,0,0,24
2.07221,106,2,1,1,110,28,24,0,0,0,24
2.10657,105,3,1,1,110,28,24,0,0,0,24
2.14092,106,3,1,1,111,29,24,0,0,0,24
2.17499,105,4,1,1,111,29,24,0,0,0,24
2.20907,105,4,0,2,111,29,24,0,0,0,24
2.24565,106,4,0,2,112,30,24,0,0,0,24
2.2819,107,4,0,2,113,31,24,0,0,0,24
2.31783,106,4,0,2,112,31,25,0,0,0,25
2.35409,105,4,0,2,111,31,26,0,0,0,26
2.39066,106,4,0,2,112,32,26,0,0,0,26
2.42692,107,4,0,2,113,33,26,0,0,0,26
2.46285,108,4,0,2,114,34,26,0,0,0,26
2.49847,109,4,0,2,115,35,26,0,0,0,26
2.53377,108,4,0,2,114,35,27,0,0,0,27
2.56939,109,4,0,2,115,36,27,0,0,0,27
2.6047,110,4,0,2,116,37,27,0,0,0,27
2.6397,111,4,0,2,117,38,27,0,0,0,27
2.67441,112,4,0,2,118,39,27,0,0,0,27
2.70882,111,4,0,2,117,39,28,0,0,0,28
2.74352,112,4,0,2,118,40,28,0,0,0,28
2.77793,111,4,0,2,117,40,29,0,0,0,29
2.81264,110,4,0,2,116,40,30,0,0,0,30
2.84764,109,4,0,2,115,40,31,0,0,0,31
2.88295,108,4,0,2,114,40,32,0,0,0,32
2.91856,109,4,0,2,115,41,32,0,0,0,32
2.95387,108,4,0,2,114,41,33,0,0,0,33
2.98949,108,3,1,2,114,41,33,0,0,0,33
3.02273,107,3,1,2,113,41,34,0,0,0,34
3.05625,106,3,1,2,112,41,35,0,0,0,35
3.09005,107,3,1,2,113,42,35,0,0,0,35
3.12357,106,3,1,2,112,42,36,0,0,0,36
3.15736,105,4,1,2,112,42,36,0,0,0,36
3.19117,104,5,1,2,112,42,36,0,0,0,36
3.22497,105,5,1,2,113,43,36,0,0,0,36
3.2585,106,5,1,2,114,44,36,0,0,0,36
3.29176,105,5,1,2,113,44,37,0,0,0,37
3.32528,105,5,0,2,112,44,37,1,0,0,38
3.36153,104,5,0,2,111,44,38,1,0,0,39
3.3981,103,5,0,2,110,44,39,1,0,0,40
3.43501,104,5,0,2,111,45,39,1,0,0,40
3.47158,103,5,0,2,110,45,40,1,0,0,41
3.50848,104,5,0,2,111,46,40,1,0,0,41
3.54505,105,5,0,2,112,47,40,1,0,0,41
3.5813,104,5,0,2,111,47,41,1,0,0,42
3.61787,105,5,0,2,112,48,41,1,0,0,42
3.65412,104,5,0,2,111,48,42,1,0,0,43
3.69069,105,5,0,2,112,49,42,1,0,0,43
3.72693,105,4,1,2,112,49,42,1,0,0,43
3.76074,104,4,1,2,111,49,43,1,0,0,44
3.79482,103,4,1,2,110,49,44,1,0,0,45
3.8292,104,4,1,2,111,50,44,1,0,0,45
3.86329,105,4,1,2,112,51,44,1,0,0,45
3.89709,106,4,1,2,113,52,44,1,0,0,45
3.93061,105,4,1,2,112,52,45,1,0,0,46
3.96442,104,4,1,2,111,52,46,1,0,0,47
3.9985,105,4,1,2,112,53,46,1,0,0,47
4.03231,106,4,1,2,113,54,46,1,0,0,47
4.06583,105,5,1,2,113,54,46,1,0,0,47
4.09936,105,5,0,3,113,54,46,1,0,0,47
4.13528,104,5,0,3,112,54,47,1,0,0,48
4.17153,105,5,0,3,113,55,47,1,0,0,48
4.20745,106,5,0,3,114,56,47,1,0,0,48
4.24306,107,5,0,3,115,57,47,1,0,0,48
4.27836,108,5,0,3,116,58,47,1,0,0,48
4.31336,109,5,0,3,117,59,47,1,0,0,48
4.34806,110,5,0,3,118,60,47,1,0,0,48
4.38246,111,5,0,3,119,61,47,1,0,0,48
4.41658,112,5,0,3,120,62,47,1,0,0,48
4.45041,113,5,0,3,121,63,47,1,0,0,48
4.48396,114,5,0,3,122,64,47,1,0,0,48
4.51724,115,5,0,3,123,65,47,1,0,0,48
4.55025,114,5,0,3,122,65,48,1,0,0,49
4.58352,115,5,0,3,123,66,48,1,0,0,49
4.61653,116,5,0,3,124,67,48,1,0,0,49
4.64927,115,5,0,3,123,67,49,1,0,0,50
4.68228,115,4,1,3,123,67,49,1,0,0,50
4.71325,114,4,1,3,122,67,50,1,0,0,51
4.74446,113,4,1,3,121,67,51,1,0,0,52
4.77591,112,4,1,3,120,67,52,1,0,0,53
4.80761,111,5,1,3,120,67,52,1,0,0,53
4.83931,110,5,1,3,119,67,53,1,0,0,54
4.87127,109,5,1,3,118,67,54,1,0,0,55
4.90347,110,5,1,3,119,68,54,1,0,0,55
4.93542,109,6,1,3,119,68,54,1,0,0,55
4.96738,108,6,1,3,118,68,55,1,0,0,56
4.99959,109,6,1,3,119,69,55,1,0,0,56
5.03155,108,6,1,3,118,69,56,1,0,0,57
5.06376,109,6,1,3,119,70,56,1,0,0,57
5.09572,110,6,1,3,120,71,56,1,0,0,57
5.12742,109,6,1,3,119,71,57,1,0,0,58
5.15938,109,5,2,3,119,71,57,1,0,0,58
5.18944,108,5,2,3,118,71,58,1,0,0,59
5.21973,109,5,2,3,119,72,58,1,0,0,59
5.2498,110,5,2,3,120,73,58,1,0,0,59
5.27964,109,5,2,3,119,73,59,1,0,0,60
5.3097,110,5,2,3,120,74,59,1,0,0,60
5.33954,109,5,2,3,119,74,60,1,0,0,61
5.36961,108,5,2,3,118,74,61,1,0,0,62
5.3999,109,5,2,3,119,75,61,1,0,0,62
5.42996,108,5,2,3,118,75,62,1,0,0,63
5.46025,109,5,2,3,119,76,62,1,0,0,63
5.49031,108,5,2,3,118,76,63,1,0,0,64
5.5206,109,5,2,3,119,77,63,1,0,0,64
5.55067,110,5,2,3,120,78,63,1,0,0,64
5.58051,109,5,2,3,119,78,64,1,0,0,65
5.61057,108,5,2,3,118,78,65,1,0,0,66
5.64086,109,5,2,3,119,79,65,1,0,0,66
5.67093,108,5,2,3,118,79,66,1,0,0,67
5.70122,107,5,2,3,117,79,67,1,0,0,68
5.73173,108,5,2,3,118,80,67,1,0,0,68
5.76202,107,6,2,3,118,80,67,1,0,0,68
5.79233,106,6,2,3,117,80,68,1,0,0,69
5.82286,107,6,2,3,118,81,68,1,0,0,69
5.85316,106,6,2,3,117,81,69,1,0,0,70
5.88369,107,6,2,3,118,82,69,1,0,0,70
5.91399,108,6,2,3,119,83,69,1,0,0,70
5.94407,107,6,2,3,118,83,70,1,0,0,71
5.97437,108,6,2,3,119,84,70,1,0,0,71
6.00445,109,6,2,3,120,85,70,1,0,0,71
6.0343,108,6,2,3,119,85,71,1,0,0,72
6.06438,109,6,2,3,120,86,71,1,0,0,72
6.09423,108,6,2,3,119,86,72,1,0,0,73
6.12431,109,6,2,3,120,87,72,1,0,0,73
6.15416,108,6,2,3,119,87,73,1,0,0,74
6.18424,107,6,2,3,118,87,74,1,0,0,75
6.21454,108,6,2,3,119,88,74,1,0,0,75
6.24461,109,6,2,3,120,89,74,1,0,0,75
6.27447,110,6,2,3,121,90,74,1,0,0,75
6.3041,109,6,2,3,120,90,75,1,0,0,76
6.33396,110,6,2,3,121,91,75,1,0,0,76
6.36359,109,6,2,3,120,91,76,1,0,0,77
6.39344,108,6,2,3,119,91,77,1,0,0,78
6.42352,109,6,2,3,120,92,77,1,0,0,78
6.45337,108,6,2,3,119,92,78,1,0,0,79
6.48345,109,6,2,3,120,93,78,1,0,0,79
6.5133,108,7,2,3,120,93,78,1,0,0,79
6.54317,109,7,2,3,121,94,78,1,0,0,79
6.57281,110,7,2,3,122,95,78,1,0,0,79
6.60224,111,7,2,3,123,96,78,1,0,0,79
6.63146,112,7,2,3,124,97,78,1,0,0,79
6.66047,113,7,2,3,125,98,78,1,0,0,79
6.68927,114,7,2,3,126,99,78,1,0,0,79
6.71786,113,7,2,3,125,99,79,1,0,0,80
6.74666,114,7,2,3,126,100,79,1,0,0,80
6.77526,115,7,2,3,127,101,79,1,0,0,80
6.80365,116,7,2,3,128,102,79,1,0,0,80
6.83185,117,7,2,3,129,103,79,1,0,0,80
6.85985,118,7,2,3,130,104,79,1,0,0,80
6.88765,119,7,2,3,131,105,79,1,0,0,80
6.91527,118,7,2,3,130,105,80,1,0,0,81
6.94308,118,6,3,3,130,105,80,1,0,0,81
6.96945,119,6,3,3,131,106,80,1,0,0,81
6.99565,118,6,3,3,130,106,81,1,0,0,82
7.02202,119,6,3,3,131,107,81,1,0,0,82
7.04821,119,6,2,4,131,107,81,1,0,0,82
7.07584,120,6,2,4,132,108,81,1,0,0,82
7.10327,119,6,2,4,131,108,82,1,0,0,83
7.13089,118,6,2,4,130,108,83,1,0,0,84
7.1587,119,6,2,4,131,109,83,1,0,0,84
7.18632,120,6,2,4,132,110,83,1,0,0,84
7.21376,119,6,2,4,131,110,84,1,0,0,85
7.24138,118,6,2,4,130,110,85,1,0,0,86
7.26919,119,6,2,4,131,111,85,1,0,0,86
7.29681,118,6,2,4,130,111,86,1,0,0,87
7.32462,119,6,2,4,131,112,86,1,0,0,87
7.35224,118,6,2,4,130,112,87,1,0,0,88
7.38006,118,6,2,3,129,112,87,1,1,0,89
7.40805,119,6,2,3,130,113,87,1,1,0,89
7.43584,120,6,2,3,131,114,87,1,1,0,89
7.46345,119,6,2,3,130,114,88,1,1,0,90
7.49125,120,6,2,3,131,115,88,1,1,0,90
7.51886,121,6,2,3,132,116,88,1,1,0,90
7.54628,122,6,2,3,133,117,88,1,1,0,90
7.57352,121,6,2,3,132,117,89,1,1,0,91
7.60094,120,6,2,3,131,117,90,1,1,0,92
7.62855,120,5,3,3,131,117,90,1,1,0,92
7.65473,121,5,3,3,132,118,90,1,1,0,92
7.68074,120,5,3,3,131,118,91,1,1,0,93
7.70693,119,5,3,3,130,118,92,1,1,0,94
7.73328,119,4,4,3,130,118,92,1,1,0,94
7.75834,120,4,4,3,131,119,92,1,1,0,94
7.78324,119,5,4,3,131,119,92,1,1,0,94
7.80816,118,5,4,3,130,119,93,1,1,0,95
7.83323,117,5,4,3,129,119,94,1,1,0,96
7.85846,116,5,4,3,128,119,95,1,1,0,97
7.88385,117,5,4,3,129,120,95,1,1,0,97
7.90908,118,5,4,3,130,121,95,1,1,0,97
7.93416,119,5,4,3,131,122,95,1,1,0,97
7.95907,119,5,3,4,131,122,95,1,1,0,97
7.98528,120,5,3,4,132,123,95,1,1,0,97
8.01131,119,5,3,4,131,123,96,1,1,0,98
8.03751,120,5,3,4,132,124,96,1,1,0,98
8.06354,121,5,3,4,133,125,96,1,1,0,98
8.08941,122,5,3,4,134,126,96,1,1,0,98
8.11511,122,5,2,4,133,126,96,2,1,0,99
8.14235,121,5,2,4,132,126,97,2,1,0,100
8.16977,122,5,2,4,133,127,97,2,1,0,100
8.19701,122,5,1,5,133,127,97,2,1,0,100
8.2258,122,4,2,5,133,127,97,2,1,0,100
8.25305,123,4,2,5,134,128,97,2,1,0,100
8.28011,122,4,2,5,133,128,98,2,1,0,101
8.30735,121,4,2,5,132,128,99,2,1,0,102
8.33478,120,4,2,5,131,128,100,2,1,0,103
8.3624,120,4,2,4,130,128,100,2,2,0,104
8.39019,120,4,1,5,130,128,100,2,2,0,104
8.4196,121,4,1,5,131,129,100,2,2,0,104
8.44881,120,4,1,5,130,129,101,2,2,0,105
8.47822,119,4,1,5,129,129,102,2,2,0,106
8.50785,120,4,1,5,130,130,102,2,2,0,106
8.53726,119,4,1,5,129,130,103,2,2,0,107
8.56689,118,4,1,5,128,130,104,2,2,0,108
8.59674,119,4,1,5,129,131,104,2,2,0,108
8.62637,120,4,1,5,130,132,104,2,2,0,108
8.65578,120,4,0,6,130,132,104,2,2,0,108
8.68702,121,4,0,6,131,133,104,2,2,0,108
8.71802,122,4,0,6,132,134,104,2,2,0,108
8.74878,123,4,0,6,133,135,104,2,2,0,108
8.77931,122,4,0,6,132,135,105,2,2,0,109
8.81008,121,4,0,6,131,135,106,2,2,0,110
8.84108,120,4,0,6,130,135,107,2,2,0,111
8.87231,121,4,0,6,131,136,107,2,2,0,111
8.90331,120,4,0,6,130,136,108,2,2,0,112
8.93455,119,4,0,6,129,136,109,2,2,0,113
8.96602,118,4,0,6,128,136,110,2,2,0,114
8.99775,119,4,0,6,129,137,110,2,2,0,114
9.02923,118,4,0,6,128,137,111,2,2,0,115
9.06095,119,4,0,6,129,138,111,2,2,0,115
9.09243,120,4,0,6,130,139,111,2,2,0,115
9.12366,121,4,0,6,131,140,111,2,2,0,115
9.15466,120,4,0,6,130,140,112,2,2,0,116
9.1859,121,4,0,6,131,141,112,2,2,0,116
9.2169,122,4,0,6,132,142,112,2,2,0,116
9.24766,123,4,0,6,133,143,112,2,2,0,116
9.27819,124,4,0,6,134,144,112,2,2,0,116
9.3085,123,4,0,6,133,144,113,2,2,0,117
9.33903,124,4,0,6,134,145,113,2,2,0,117
9.36933,123,4,0,6,133,145,114,2,2,0,118
9.39987,122,4,0,6,132,145,115,2,2,0,119
9.43063,121,4,0,6,131,145,116,2,2,0,120
9.46163,120,4,0,6,130,145,117,2,2,0,121
9.49286,121,4,0,6,131,146,117,2,2,0,121
9.52386,120,4,0,6,130,146,118,2,2,0,122
9.5551,119,4,0,6,129,146,119,2,2,0,123
9.58658,118,4,0,6,128,146,120,2,2,0,124
9.6183,119,4,0,6,129,147,120,2,2,0,124
9.64978,118,4,0,6,128,147,121,2,2,0,125
9.6815,117,4,0,6,127,147,122,2,2,0,126
9.71348,116,4,0,6,126,147,123,2,2,0,127
9.7457,115,4,0,6,125,147,124,2,2,0,128
9.77819,116,4,0,6,126,148,124,2,2,0,128
9.81041,115,4,0,6,125,148,125,2,2,0,129
9.8429,116,4,0,6,126,149,125,2,2,0,129
9.87513,115,4,0,6,125,149,126,2,2,0,130
9.90761,114,4,0,6,124,149,127,2,2,0,131
9.94036,115,4,0,6,125,150,127,2,2,0,131
9.97284,116,4,0,6,126,151,127,2,2,0,131
10.0051,117,4,0,6,127,152,127,2,2,0,131
10.037,118,4,0,6,128,153,127,2,2,0,131
10.0688,117,4,0,6,127,153,128,2,2,0,132
10.1007,118,4,0,6,128,154,128,2,2,0,132
10.1325,117,4,0,6,127,154,129,2,2,0,133
10.1644,118,4,0,6,128,155,129,2,2,0,133
10.1962,117,4,0,6,127,155,130,2,2,0,134
10.2281,118,4,0,6,128,156,130,2,2,0,134
10.2599,117,4,0,6,127,156,131,2,2,0,135
10.2918,118,4,0,6,128,157,131,2,2,0,135
10.3236,117,4,0,6,127,157,132,2,2,0,136
10.3555,118,4,0,6,128,158,132,2,2,0,136
10.3873,119,4,0,6,129,159,132,2,2,0,136
10.4187,118,4,0,6,128,159,133,2,2,0,137
10.4505,117,4,0,6,127,159,134,2,2,0,138
10.4824,116,4,0,6,126,159,135,2,2,0,139
10.5147,117,4,0,6,127,160,135,2,2,0,139
10.5466,118,4,0,6,128,161,135,2,2,0,139
10.5784,117,4,0,6,127,161,136,2,2,0,140
10.6103,118,4,0,6,128,162,136,2,2,0,140
10.6421,119,4,0,6,129,163,136,2,2,0,140
10.6735,118,4,0,6,128,163,137,2,2,0,141
10.7053,117,4,0,6,127,163,138,2,2,0,142
10.7372,118,4,0,6,128,164,138,2,2,0,142
10.769,117,4,0,6,127,164,139,2,2,0,143
10.8009,116,4,0,6,126,164,140,2,2,0,144
10.8332,115,4,0,6,125,164,141,2,2,0,145
10.8656,116,4,0,6,126,165,141,2,2,0,145
10.8979,115,4,0,6,125,165,142,2,2,0,146
10.9304,116,4,0,6,126,166,142,2,2,0,146
10.9626,117,4,0,6,127,167,142,2,2,0,146
10.9946,116,4,0,6,126,167,143,2,2,0,147
11.0268,117,4,0,6,127,168,143,2,2,0,147
11.0588,118,4,0,6,128,169,143,2,2,0,147
11.0905,117,4,0,6,127,169,144,2,2,0,148
11.1225,116,4,0,6,126,169,145,2,2,0,149
11.1547,115,4,0,6,125,169,146,2,2,0,150
11.1872,116,4,0,6,126,170,146,2,2,0,150
11.2194,115,4,0,6,125,170,147,2,2,0,151
11.2519,114,4,0,6,124,170,148,2,2,0,152
11.2846,113,4,0,6,123,170,149,2,2,0,153
11.3176,114,4,0,6,124,171,149,2,2,0,153
11.3504,115,4,0,6,125,172,149,2,2,0,153
11.3829,116,4,0,6,126,173,149,2,2,0,153
11.4151,117,4,0,6,127,174,149,2,2,0,153
11.4471,116,4,0,6,126,174,150,2,2,0,154
11.4793,117,4,0,6,127,175,150,2,2,0,154
11.5113,117,4,0,5,126,175,150,2,3,0,155
11.5435,116,4,0,5,125,175,151,2,3,0,156
11.576,117,4,0,5,126,176,151,2,3,0,156
11.6082,116,4,0,5,125,176,152,2,3,0,157
11.6407,117,4,0,5,126,177,152,2,3,0,157
11.6729,116,4,0,5,125,177,153,2,3,0,158
11.7054,117,4,0,5,126,178,153,2,3,0,158
11.7376,118,4,0,5,127,179,153,2,3,0,158
11.7696,117,4,0,5,126,179,154,2,3,0,159
11.8018,116,4,0,5,125,179,155,2,3,0,160
11.8343,117,4,0,5,126,180,155,2,3,0,160
11.8665,118,4,0,5,127,181,155,2,3,0,160
11.8985,117,4,0,5,126,181,156,2,3,0,161
11.9307,116,4,0,5,125,181,157,2,3,0,162
11.9632,117,4,0,5,126,182,157,2,3,0,162
11.9955,116,4,0,5,125,182,158,2,3,0,163
12.0279,115,4,0,5,124,182,159,2,3,0,164
12.0607,116,4,0,5,125,183,159,2,3,0,164
12.0932,115,4,0,5,124,183,160,2,3,0,165
12.1259,114,4,0,5,123,183,161,2,3,0,166
12.1589,115,4,0,5,124,184,161,2,3,0,166
12.1917,114,4,0,5,123,184,162,2,3,0,167
12.2247,115,4,0,5,124,185,162,2,3,0,167
12.2574,116,4,0,5,125,186,162,2,3,0,167
12.2899,115,4,0,5,124,186,163,2,3,0,168
12.3227,115,4,0,4,123,186,163,2,4,0,169
12.3557,114,4,0,4,122,186,164,2,4,0,170
12.389,115,4,0,4,123,187,164,2,4,0,170
12.422,114,4,0,4,122,187,165,2,4,0,171
12.4553,115,4,0,4,123,188,165,2,4,0,171
12.4883,116,4,0,4,124,189,165,2,4,0,171
12.521,117,4,0,4,125,190,165,2,4,0,171
12.5535,116,4,0,4,124,190,166,2,4,0,172
12.5863,117,4,0,4,125,191,166,2,4,0,172
12.6187,118,4,0,4,126,192,166,2,4,0,172
12.651,117,4,0,4,125,192,167,2,4,0,173
12.6834,117,3,1,4,125,192,167,2,4,0,173
12.714,118,3,1,4,126,193,167,2,4,0,173
12.7442,119,3,1,4,127,194,167,2,4,0,173
12.7743,120,3,1,4,128,195,167,2,4,0,173
12.8041,121,3,1,4,129,196,167,2,4,0,173
12.8338,120,3,1,4,128,196,168,2,4,0,174
12.8636,121,3,1,4,129,197,168,2,4,0,174
12.8932,121,3,0,5,129,197,168,2,4,0,174
12.9247,120,3,0,5,128,197,169,2,4,0,175
12.9564,121,3,0,5,129,198,169,2,4,0,175
12.9879,122,3,0,5,130,199,169,2,4,0,175
13.0191,122,2,1,5,130,199,169,2,4,0,175
13.0486,123,2,1,5,131,200,169,2,4,0,175
13.0778,122,2,1,5,130,200,170,2,4,0,176
13.1072,123,2,1,5,131,201,170,2,4,0,176
13.1364,124,2,1,5,132,202,170,2,4,0,176
13.1653,125,2,1,5,133,203,170,2,4,0,176
13.1941,126,2,1,5,134,204,170,2,4,0,176
13.2227,126,2,1,4,133,204,170,2,5,0,177
13.2515,125,2,1,4,132,204,171,2,5,0,178
13.2805,126,2,1,4,133,205,171,2,5,0,178
13.3092,125,2,1,4,132,205,172,2,5,0,179
13.3382,126,2,1,4,133,206,172,2,5,0,179
13.367,127,2,1,4,134,207,172,2,5,0,179
13.3956,126,2,1,4,133,207,173,2,5,0,180
13.4243,127,2,1,4,134,208,173,2,5,0,180
13.4529,126,2,1,4,133,208,174,2,5,0,181
13.4817,126,1,2,4,133,208,174,2,5,0,181
13.5089,127,1,2,4,134,209,174,2,5,0,181
13.5359,126,1,2,4,133,209,175,2,5,0,182
13.5631,127,1,2,4,134,210,175,2,5,0,182
13.5902,126,1,2,4,133,210,176,2,5,0,183
13.6174,127,1,2,4,134,211,176,2,5,0,183
13.6444,126,1,2,4,133,211,177,2,5,0,184
13.6716,125,1,2,4,132,211,178,2,5,0,185
13.699,124,1,2,4,131,211,179,2,5,0,186
13.7266,123,1,2,4,130,211,180,2,5,0,187
13.7543,122,1,2,4,129,211,181,2,5,0,188
13.7823,123,1,2,4,130,212,181,2,5,0,188
13.81,124,1,2,4,131,213,181,2,5,0,188
13.8376,125,1,2,4,132,214,181,2,5,0,188
13.865,126,1,2,4,133,215,181,2,5,0,188
13.8922,127,1,2,4,134,216,181,2,5,0,188
13.9192,126,2,2,4,134,216,181,2,5,0,188
13.9463,127,2,2,4,135,217,181,2,5,0,188
13.9731,127,2,2,3,134,217,181,2,6,0,189
14.0001,128,2,2,3,135,218,181,2,6,0,189
14.027,129,2,2,3,136,219,181,2,6,0,189
14.0537,128,2,2,3,135,219,182,2,6,0,190
14.0805,129,2,2,3,136,220,182,2,6,0,190
14.1072,129,2,1,3,135,220,182,2,6,1,191
14.1355,128,2,1,3,134,220,183,2,6,1,192
14.1641,129,2,1,3,135,221,183,2,6,1,192
14.1925,130,2,1,3,136,222,183,2,6,1,192
14.2206,131,2,1,3,137,223,183,2,6,1,192
14.2486,132,2,1,3,138,224,183,2,6,1,192
14.2764,133,2,1,3,139,225,183,2,6,1,192
14.304,134,2,1,3,140,226,183,2,6,1,192
14.3314,135,2,1,3,141,227,183,2,6,1,192
14.3586,136,2,1,3,142,228,183,2,6,1,192
14.3857,137,2,1,3,143,229,183,2,6,1,192
14.4125,138,2,1,3,144,230,183,2,6,1,192
14.4392,137,2,1,3,143,230,184,2,6,1,193
14.4661,136,2,1,3,142,230,185,2,6,1,194
14.4931,137,2,1,3,143,231,185,2,6,1,194
14.52,138,2,1,3,144,232,185,2,6,1,194
